id_publisher;nome_publisher;appid
9758347317;Daedalic Entertainment;230820
9758347318;Zombie Studios;230840
9758347319;Droqens Games;230980
9758347320;Eko Software;231020
9758347321;Threaks;231040
9758347322;Focus Home Interactive;231140
9758347323;Facepalm Games;231160
9758347324;Cardboard Computer;231200
9758347325;Santa Ragione;231310
9758347326;THQ Nordic;231330
9758347327;SEGA_Feral Interactive (Mac)_Feral Interactive (Linux);231430
9758347328;Lucky Frame;231720
9758347329;Paradox Interactive;231740
9758347330;SCS Software;232010
9758347331;Snowbird Games;232050
9758347332;Tripwire Interactive;232090
9758347333;Fullbright;232430
9758347334;Focus Home Interactive;232750
9758347335;Running With Scissors;232770
9758347336;Double Fine Productions;232790
9758347337;FireFly Studios;232890
9758347338;Ubisoft;232910
9758347339;THQ Nordic;232950
9758347340;HandyGames;232970
9758347341;Kuno Interactive;233110
9758347342;Devolver Digital;233130
9758347343;Devolver Digital;233150
9758347344;Focus Home Interactive;233190
9758347345;Games Farm;233210
9758347346;Lupus Studios Limited;233230
9758347347;Ubisoft;233270
9758347348;Square Enix;233290
9758347349;Spiderweb Software;233310
9758347350;Climax Group;233350
9758347351;Geoff Keighley;233410
9758347352;Paradox Interactive;233450
9758347353;Shiro Games;233470
9758347354;Boss Baddie;233510
9758347355;The Digital Lounge;233550
9758347356;Refract;233610
9758347357;Bossa Studios;233720
9758347358;The Men Who Wear Many Hats;233740
9758347359;Team17 Digital Ltd;233840
9758347360;Lo_Fi Games;233860
9758347361;@unepic_fran;233980
9758347362;Konami Digital Entertainment;234080
9758347363;Warner Bros Interactive Entertainment_Feral Interactive (Mac)_Feral Interactive (Linux);234140
9758347364;Born Ready Games;234160
9758347365;Wolfire Games;234190
9758347366;Daedalic Entertainment;234270
9758347367;Crocodile Entertainment;234290
9758347368;D3 Go!;234330
9758347369;MumboJumbo;234350
9758347370;Arcen Games_ LLC;234370
9758347371;Paradox Interactive;234390
9758347372;Digital Tribe;234490
9758347373;Slightly Mad Studios_BANDAI NAMCO Entertainment;234630
9758347374;Paradox Interactive;234650
9758347375;BANDAI NAMCO Entertainment;234670
9758347376;Treexy;234820
9758347377;Analgesic Productions;234900
9758347378;Owlchemy Labs;234920
9758347379;The Secret Experiment;234940
9758347380;Digital Tribe;235070
9758347381;Capcom;235210
9758347382;Coffee Stain Publishing;235250
9758347383;Bohemia Interactive;235320
9758347384;Nival;235340
9758347385;Nival;235360
9758347386;Nival;235380
9758347387;Nival;235400
9758347388;Konami Digital Entertainment;235460
9758347389;Laboratory Systems_Gamera Game;235520
9758347390;Fatshark;235540
9758347391;Ubisoft;235600
9758347392;Days of Wonder_Asmodee Digital;235620
9758347393;Snowbird Games;235660
9758347394;Ludochip;235720
9758347395;Dylan Fitterer;235800
9758347396;I_Illusions;235820
9758347397;Degica;235900
9758347398;Swing Swing Submarine;235980
9758347399;Degica;236010
9758347400;Microsoft Studios;236090
9758347401;Trendy Entertainment;236110
9758347402;Iceberg Interactive;236130
9758347403;Iceberg Interactive;236150
9758347404;March Entertainment;236290
9758347405;Zero Point Software;236370
9758347406;Gaijin Entertainment;236390
9758347407;BANDAI NAMCO Entertainment_FromSoftware_ Inc;236430
9758347408;BANDAI NAMCO Entertainment;236450
9758347409;BANDAI NAMCO Entertainment;236470
9758347410;BANDAI NAMCO Entertainment;236490
9758347411;505 Games;236510
9758347412;Focus Home Interactive;236690
9758347413;11 bit studios;236730
9758347414;United Independent Entertainment GmbH;236790
9758347415;Paradox Interactive;236850
9758347416;Wadjet Eye Games;236930
9758347417;astragon Entertainment;236970
9758347418;KOG Games;237310
9758347419;Mode 7;237350
9758347420;THQ Nordic;237430
9758347421;KING Art_THQ Nordic;237470
9758347422;United Independent Entertainment GmbH;237550
9758347423;Penny Arcade_ Inc;237570
9758347424;Capcom;237630
9758347425;Screenwave Media;237740
9758347426;Cipher Prime Studios;237760
9758347427;Red Thread Games;237850
9758347428;Pathea Games;237870
9758347429;Ghostlight LTD;237890
9758347430;Supergiant Games;237930
9758347431;Bohemia Interactive;237950
9758347432;Bohemia Interactive;237970
9758347433;Versus Evil;237990
9758347434;Square Enix_Feral Interactive (Mac);238010
9758347435;Apogee Software;238050
9758347436;Rebellion;238090
9758347437;Nightdive Studios;238210
9758347438;Reverb Triple XP;238240
9758347439;FarSight Studios;238260
9758347440;Red Barrels;238320
9758347441;Paradox Interactive;238370
9758347442;Monochrome_ Inc;238430
9758347443;The Behemoth;238460
9758347444;Adult Swim Games;238530
9758347445;Adult Swim Games;238630
9758347446;Ubisoft;238750
9758347447;HandyGames;238870
9758347448;Arcen Games_ LLC;238890
9758347449;Arcen Games_ LLC;238910
9758347450;Mousechief;238930
9758347451;Grinding Gear Games;238960
9758347452;3909;239030
9758347453;Crackshell;239070
9758347454;Maxistentialism;239090
9758347455;Square Enix;239120
9758347456;Techland Publishing;239140
9758347457;Square Enix_Feral Interactive (Mac);239160
9758347458;Frictional Games;239200
9758347459;Konami Digital Entertainment;239250
9758347460;Toxic Games;239430
9758347461;Love Conquers All Games;239700
9758347462;BANDAI NAMCO Entertainment;239720
9758347463;Ian Campbell;239800
9758347464;Greenheart Games;239820
9758347465;DoubleBear Productions;239840
9758347466;OVALIS INVESTMENTS LIMITED;240320
9758347467;Digital Leisure Inc;240340
9758347468;Digital Leisure Inc;240360
9758347469;Blendo Games;240440
9758347470;Plug In Digital_Milestone Srl;240600
9758347471;Chucklefish;240620
9758347472;Bennett Foddy;240720
9758347473;inXile Entertainment;240760
9758347474;Marvelous;240970
9758347475;Conifer Games;241000
9758347476;Top Meadow;241240
9758347477;Focus Home Interactive;241260
9758347478;Ludosity;241300
9758347479;Ludosity;241320
9758347480;Zen Studios;241410
9758347481;Ubisoft;241560
9758347482;Cellar Door Games;241600
9758347483;CINEMAX_ sro;241620
9758347484;Reverb Triple XP;241720
9758347485;HandyGames_Pieces Interactive;241760
9758347486;Daedalic Entertainment;241910
9758347487;Ubisoft;242050
9758347488;Hello Games;242110
9758347489;Iceberg Interactive;242130
9758347490;The Bitmap Brothers;242530
9758347491;Full Control;242570
9758347492;Focus Home Interactive;242640
9758347493;Vlambeer;242680
9758347494;Warner Bros Interactive Entertainment;242700
9758347495;Masangsoft_ Inc;242720
9758347496;Endnight Games Ltd;242760
9758347497;Phoenix Online Publishing;242780
9758347498;Carlsen Games;242820
9758347499;Indomitus Games;242840
9758347500;M2H;242860
9758347501;Big Robot Ltd;242880
9758347502;Shining Rock Software LLC;242920
9758347503;Square Enix;243000
9758347504;Blackpowder Games;243120
9758347505;Untame;243160
9758347506;Daedalic Entertainment;243200
9758347507;Phosfiend Systems;243220
9758347508;Neko Entertainment;243280
9758347509;Ubisoft;243360
9758347510;Tate Multimedia;243450
9758347511;Ubisoft;243470
9758347512;Double Eleven;243780
9758347513;Iceberg Interactive;243800
9758347514;Focus Home Interactive;243930
9758347515;Larian Studios;243950
9758347516;Klei Entertainment;243970
9758347517;Bohemia Interactive;244030
9758347518;1C_777;244050
9758347519;2K;244070
9758347520;2K;244090
9758347521;Gearbox Publishing_Aspyr (Mac);244160
9758347522;Kunos Simulazioni;244210
9758347523;BattleGoat Studios;244410
9758347524;Cyan Worlds;244430
9758347525;1C Entertainment;244450
9758347526;Dead Shark Triplepunch;244590
9758347527;Phoenix Online Publishing;244690
9758347528;Might and Delight;244710
9758347529;Iron Galaxy;244730
9758347530;Team Colorblind;244750
9758347531;Schine_ GmbH;244770
9758347532;Devolver Digital;244810
9758347533;Wingware;244830
9758347534;Keen Software House;244850
9758347535;Michael Todd Games;244870
9758347536;Curve Digital;244890
9758347537;Lucky Pause;244910
9758347538;Crytek;244930
9758347539;Die Gute Fabrik;244950
9758347540;THQ Nordic;245050
9758347541;Marvelous_Autumn Games;245170
9758347542;BANDAI NAMCO Entertainment;245280
9758347543;Disney Interactive;245300
9758347544;Focus Home Interactive;245370
9758347545;Nightdive Studios;245390
9758347546;Gamepot_ Inc_Nightdive Studios;245410
9758347547;Gamepot_ Inc_Nightdive Studios;245430
9758347548;Gamepot_ Inc_Nightdive Studios;245450
9758347549;Positech Games;245470
9758347550;Ubisoft;245490
9758347551;Kalypso Media Digital;245620
9758347552;Double Fine Productions;246070
9758347553;Double Fine Productions;246090
9758347554;Double Fine Productions;246110
9758347555;Ironhide Game Studio;246420
9758347556;SEGA;246580
9758347557;Ndemic Creations;246620
9758347558;Broken Rules;246680
9758347559;Ragequit Corporation;246700
9758347560;Moonshark_ Inc;246720
9758347561;ShadowShifters;246740
9758347562;Aterdux Entertainment;246760
9758347563;Chainsawesome Games;246800
9758347564;Vex Studios_ LLC;246820
9758347565;WildTangent;246840
9758347566;Commotion Games Pty Ltd;246880
9758347567;RuneStorm;246900
9758347568;Eyebrow Interactive;246920
9758347569;Iceberg Interactive;246940
9758347570;HandyGames_Black Forest Games;246960
9758347571;Impromptu Games;246980
9758347572;Asmodee Digital;247000
9758347573;Vertigo Gaming Inc;247020
9758347574;Brace Yourself Games_Klei Entertainment;247080
9758347575;Adult Swim Games;247140
9758347576;Adult Swim Games;247240
9758347577;Good Shepherd Entertainment;247370
9758347578;Io_Interactive A_S;247430
9758347579;Rising Star Games;247660
9758347580;Nether Productions_ LLC;247730
9758347581;Positech;247870
9758347582;Deep Silver;247950
9758347583;Clickteam;248170
9758347584;Ripstone;248190
9758347585;Songquito UG;248270
9758347586;GalaxyTrail;248310
9758347587;Pixeljam;248330
9758347588;North of Earth;248350
9758347589;Libredia Entertainment;248370
9758347590;Black Maple Games;248390
9758347591;Saibot Studios;248470
9758347592;Illwinter Game Design;248510
9758347593;Biart Company LLC;248530
9758347594;Team Reptile;248550
9758347595;Nicalis_ Inc;248570
9758347596;KillHouse Games;248610
9758347597;Flyleap Studios Pty Ltd;248630
9758347598;Hitcents;248650
9758347599;Dischan Media;248800
9758347600;Chucklefish;248820
9758347601;Blue Bottle Games;248860
9758347602;SEGA;249050
9758347603;Warner Bros Interactive Entertainment_Feral Interactive (Mac);249130
9758347604;Paradox Interactive;249190
9758347605;Deep Silver;249230
9758347606;AGM PLAYISM;249330
9758347607;Screwfly Studios;249360
9758347608;Silk Games;249550
9758347609;Jason Rohrer;249570
9758347610;Rain Games;249590
9758347611;Evolutionary Games;249610
9758347612;Daedalic Entertainment;249650
9758347613;505 Games;249680
9758347614;Warner Bros Interactive Entertainment;249870
9758347615;Degica;249930
9758347616;BetaDwarf;249990
9758347617;Infinite Monkeys Entertainment Ltd;250050
9758347618;FullPowerSideAttackcom;250070
9758347619;Witch Beam;250110
9758347620;SNK CORPORATION;250180
9758347621;Necrophone Games;250260
9758347622;Telltale Games;250320
9758347623;Step 1 Games LLC;250340
9758347624;Ice_Pick Lodge;250380
9758347625;505 Games;250400
9758347626;Archive Entertainment;250420
9758347627;Headup Games;250460
9758347628;sparsevector;250500
9758347629;Stygian Software;250520
9758347630;Onipunks Studio Inc;250540
9758347631;3 Sprockets;250560
9758347632;Digerati Distribution;250580
9758347633;Krillbite Studio;250600
9758347634;Krillbite Studio;250620
9758347635;Nyu Media;250640
9758347636;Rockin Android_Rockin Android;250660
9758347637;Capybara Games;250680
9758347638;Capybara Games;250700
9758347639;Escape Hatch Entertainment_ LLC;250720
9758347640;Yacht Club Games;250760
9758347641;Nicalis_ Inc;250900
9758347642;Koch Media;251020
9758347643;Focus Home Interactive;251060
9758347644;Loiste Interactive;251110
9758347645;Behold Studios;251130
9758347646;XSEED Games_Marvelous USA_ Inc;251150
9758347647;9heads Game Studios;251170
9758347648;BlueLine Games;251210
9758347649;Perfect World Entertainment;251230
9758347650;XSEED Games_Marvelous USA_ Inc;251270
9758347651;XSEED Games_Marvelous USA_ Inc;251290
9758347652;Nocturnal works;251310
9758347653;MagicalTimeBean;251370
9758347654;Iceberg Interactive;251410
9758347655;Headup;251430
9758347656;Kiz Studios;251450
9758347657;Matt Makes Games Inc;251470
9758347658;Ivy Games;251490
9758347659;International Games System_ Co_ LTD;251510
9758347660;11 bit studios;251530
9758347661;The Fun Pimps Entertainment LLC;251570
9758347662;FlukeDude;251630
9758347663;Mastertronic;251690
9758347664;Auroch Digital;251710
9758347665;Almost Human Games;251730
9758347666;Nightdive Studios;251770
9758347667;Leadwerks Software;251810
9758347668;Ripstone;251830
9758347669;Wales Interactive;251850
9758347670;MangaGamer;251870
9758347671;Vertigo Games;251890
9758347672;Firebrand Games;251910
9758347673;Cornered Rat Software;251950
9758347674;Hanako Games;251990
9758347675;JoyMasher;252010
9758347676;Endlessfluff Games;252030
9758347677;GameCask;252050
9758347678;8888888 LABS;252070
9758347679;Candescent Games;252090
9758347680;Asteroid Base;252110
9758347681;tinyBuild;252130
9758347682;11 bit studios;252170
9758347683;KOEI TECMO GAMES CO_ LTD;252230
9758347684;Machine Studios;252250
9758347685;Frima Studio;252270
9758347686;Dejobaan Games_ LLC;252290
9758347687;Studio Evil;252310
9758347688;Blue Isle Studios;252330
9758347689;Midnight City_Majesco Entertainment;252350
9758347690;Completely Fair Games LLC;252390
9758347691;Image & Form Games;252410
9758347692;PD Design Studio;252430
9758347693;Iceberg Interactive;252450
9758347694;MinMax Games Ltd;252470
9758347695;Facepunch Studios;252490
9758347696;Aerosoft GmbH;252530
9758347697;Digital Tribe;252550
9758347698;Digital Tribe;252570
9758347699;Rocketcat Games;252610
9758347700;Minor Key Games;252630
9758347701;BeautiFun Games;252670
9758347702;SmiteWorks USA_ LLC;252690
9758347703;DotEmu;252710
9758347704;Jackbox Games_ Inc;252730
9758347705;Crunching Koalas;252750
9758347706;Hailstorm Games;252830
9758347707;Leafy Games;252870
9758347708;Frogwares;252890
9758347709;Libredia;252910
9758347710;Psyonix_ Inc;252950
9758347711;Elefantopia;252970
9758347712;Flippfly LLC;253030
9758347713;Screen 7;253110
9758347714;Chucklefish;253150
9758347715;Gears for Breakfast;253230
9758347716;(none);253250
9758347717;Santa Ragione;253290
9758347718;Infinitap Games;253330
9758347719;Nicalis_ Inc;253350
9758347720;Axis Game Factory LLC;253370
9758347721;Glass Bottom Games;253390
9758347722;Crescent Moon Games;253410
9758347723;DigitalDNA Games LLC;253430
9758347724;ESTsoft Inc;253490
9758347725;Privateer Press Interactive;253510
9758347726;Blazing Griffin;253570
9758347727;Final Boss Entertainment;253610
9758347728;Aartform;253670
9758347729;Spearhead Games;253690
9758347730;Expansive Worlds_Avalanche Studios;253710
9758347731;Treasure;253750
9758347732;astragon Entertainment;253770
9758347733;grapefrukt games;253790
9758347734;WayForward;253840
9758347735;Topware Interactive ACE_ACE;253860
9758347736;Topware Interactive_ACE;253880
9758347737;Topware Interactive;253900
9758347738;Topware Interactive;253960
9758347739;Topware Interactive;253980
9758347740;Topware Interactive;254060
9758347741;Topware Interactive;254080
9758347742;Digital Tribe;254200
9758347743;Ankama Games;254300
9758347744;Misfits Attic;254320
9758347745;Cherry Pop Games;254440
9758347746;Mighty Rocket Studio;254460
9758347747;Mighty Rocket Studio;254480
9758347748;Pantera Entertainment;254590
9758347749;Capcom;254700
9758347750;Rebellion;254820
9758347751;Rebellion;254840
9758347752;Rebellion;254860
9758347753;Rebellion;254880
9758347754;Rebellion;254920
9758347755;THQ Nordic;254960
9758347756;SEGA;255070
9758347757;Codemasters_Feral Interactive (Mac)_Feral Interactive (Linux);255220
9758347758;Focus Home Interactive;255260
9758347759;Daedalic Entertainment;255280
9758347760;Daedalic Entertainment;255300
9758347761;Daedalic Entertainment;255320
9758347762;Double Fine Presents;255340
9758347763;Zen Studios;255370
9758347764;Microsoft Studios;255390
9758347765;Wizards of the Coast;255420
9758347766;Paradox Interactive;255710
9758347767;Double Eleven;255870
9758347768;Nightdive Studios;255940
9758347769;Nightdive Studios;255960
9758347770;Full Control_THQ Nordic;256010
9758347771;Kalypso Media Digital;256030
9758347772;Plug In Digital_Bigben Interactive;256070
9758347773;CI Games;256190
9758347774;Ubisoft;256290
9758347775;Plug In Digital_Bigben Interactive;256330
9758347776;Plug In Digital_Milestone Srl;256370
9758347777;Plug In Digital_Milestone Srl;256390
9758347778;Zeboyd Games;256460
9758347779;KISS ltd_GameTomo;257030
9758347780;KISS ltd;257050
9758347781;tinyBuild;257120
9758347782;Northway Games;257170
9758347783;Deep Silver;257220
9758347784;Nightdive Studios;257260
9758347785;Beamdog;257350
9758347786;Devolver Digital_Croteam;257510
9758347787;Xiotex Studios Ltd;257630
9758347788;Fantasy Flight Publishing_ Inc;257670
9758347789;CBE Software sro;257690
9758347790;The Men Who Wear Many Hats;257710
9758347791;Lightmare Studios_Yodo1 Games;257730
9758347792;2Play;257750
9758347793;Space Bullet Dynamics Corporation;257770
9758347794;Vector Unit;257790
9758347795;Forever Entertainment S A;257830
9758347796;Heart Machine;257850
9758347797;Basilisk Games;257870
9758347798;Winter Wolves;257970
9758347799;Awesome Games Studio;257990
9758347800;TripleBTitles;258010
9758347801;Endless Loop Studios;258050
9758347802;none;258070
9758347803;Fruitbat Factory;258090
9758347804;Square Enix;258180
9758347805;Nomad Games;258200
9758347806;Kalypso Media Digital;258220
9758347807;The Astronauts;258520
9758347808;Cartoon Network Games;258590
9758347809;SCS Software;258760
9758347810;United Independent Entertainment GmbH;258880
9758347811;Plug In Digital;258890
9758347812;SEGA;258910
9758347813;PolyPusher Studios;258950
9758347814;WB Games;258970
9758347815;Infernum Productions AG;259020
9758347816;Illwinter Game Design;259060
9758347817;Square Enix;259080
9758347818;inXile Entertainment;259130
9758347819;THQ Nordic;259170
9758347820;THQ Nordic;259190
9758347821;Topware Interactive;259320
9758347822;Topware Interactive;259340
9758347823;Arachnid Games;259390
9758347824;Naiad Entertainment LLC;259410
9758347825;Celsius Game Studios;259450
9758347826;SeeThrough Studios;259470
9758347827;Agharta Studio;259510
9758347828;Lonely Troops;259550
9758347829;Flix Interactive;259570
9758347830;LookAtMyGame_Plug In Digital;259600
9758347831;Phr00ts Software;259620
9758347832;FUN Creators;259640
9758347833;Iteration 11;259660
9758347834;Netcore Games;259680
9758347835;Sakura River Interactive;259720
9758347836;Artifex Mundi;259740
9758347837;Aardman Animations;259810
9758347838;Spawn Digital;259830
9758347839;Ghostlight LTD;259870
9758347840;United Independent Entertainment GmbH;259890
9758347841;Toplitz Productions;259910
9758347842;Jackbox Games_ Inc;259940
9758347843;Jackbox Games_ Inc;259960
9758347844;Jackbox Games_ Inc;259980
9758347845;Jackbox Games_ Inc;260000
9758347846;Jackbox Games_ Inc;260020
9758347847;Jackbox Games_ Inc;260040
9758347848;Jackbox Games_ Inc;260060
9758347849;Jackbox Games_ Inc;260080
9758347850;Ghostlight LTD;260130
9758347851;Daedalic Entertainment;260160
9758347852;Devolver Digital;260190
9758347853;Ubisoft;260210
9758347854;Ubisoft;260230
9758347855;Scientifically Proven;260250
9758347856;Encore_Viva Media;260270
9758347857;Team17 Digital Ltd;260330
9758347858;Eutechnyx;260380
9758347859;Digital Leisure Inc;260410
9758347860;Digital Leisure Inc;260430
9758347861;ORiGO GAMES;260530
9758347862;Viva Media;260550
9758347863;Viva Media Inc;260570
9758347864;THQ Nordic;260650
9758347865;THQ Nordic;260690
9758347866;THQ Nordic;260710
9758347867;THQ Nordic;260730
9758347868;THQ Nordic;260750
9758347869;Nicalis_ Inc;260790
9758347870;Sixteen Tons Entertainment;260930
9758347871;Deep Silver;261110
9758347872;Team Reptile;261180
9758347873;Iocaine Studios;261350
9758347874;Slitherine Ltd;261470
9758347875;KISS ltd;261490
9758347876;SEGA;261510
9758347877;Serenity Forge;261530
9758347878;2K_Aspyr (Mac)_Aspyr (Linux);261640
9758347879;Lupus Studios Limited;261680
9758347880;Xtal Sword;261700
9758347881;Headup;261720
9758347882;Sumom Games;261740
9758347883;Xaviant Games;261760
9758347884;DolphinBarn;261880
9758347885;Kitty Lambda Games Inc;261900
9758347886;ALLPlayer Group Ltd;261920
9758347887;Neko Entertainment;261940
9758347888;Doppler Interactive;261960
9758347889;Pinkerton Road Studio;262000
9758347890;Red Hook Studios;262060
9758347891;Effat Effati;262080
9758347892;Transhuman Design;262100
9758347893;Signal Studios;262120
9758347894;eigoMANGA;262150
9758347895;New Gravity Laws;262190
9758347896;Toco Games;262210
9758347897;Rockin Android_Rockin Android;262240
9758347898;Rake in Grass;262260
9758347899;Kalypso Media Digital;262280
9758347900;Fruitbat Factory;262300
9758347901;Rising Star Games;262390
9758347902;Noble Empire Corp;262410
9758347903;Stardock Entertainment;262450
9758347904;SEGA;262470
9758347905;Degica;262490
9758347906;Degica_Dream Holdings;262510
9758347907;Hörberg Productions;262550
9758347908;Nkidu Games Inc_Niffler Ltd;262590
9758347909;WaveDNA;262610
9758347910;Darkmire Entertainment;262630
9758347911;Milkstone Studios;262690
9758347912;Nine Dots Studio;262750
9758347913;Stirfire Studios;262770
9758347914;Avidly Wild Games;262790
9758347915;HeroCraft;262810
9758347916;10tons Ltd;262830
9758347917;SkyGoblin;262850
9758347918;Excalibur Publishing;262870
9758347919;Heydeck Games;262900
9758347920;Mindware Co_Ltd;262920
9758347921;Revolution Software Ltd;262940
9758347922;Nicalis_ Inc;262960
9758347923;Artnumeris;262980
9758347924;Breakfall;263020
9758347925;North Side;263040
9758347926;IndieGala;263060
9758347927;Giant Box Games;263080
9758347928;Space Budgie;263100
9758347929;ovos;263120
9758347930;Unbound Creations;263140
9758347931;The Dept of Silly Stuff;263180
9758347932;Sweet Dog Studios;263200
9758347933;Oovee  Game Studios;263280
9758347934;H2 Interactive Co_ Ltd;263300
9758347935;Actigame Publishing Corp;263320
9758347936;Jason Oda;263340
9758347937;Phr00ts Software;263360
9758347938;Instant Kingdom;263380
9758347939;Fruitbat Factory;263400
9758347940;South East Games;263420
9758347941;Popcannibal;263460
9758347942;Strike Games;263480
9758347943;Versus Evil;263500
9758347944;Black Shell Media;263520
9758347945;Mad Otter Games;263540
9758347946;Ultra Runaway Games;263560
9758347947;AGM PLAYISM;263600
9758347948;AGM PLAYISM;263620
9758347949;MadAboutGamesStudios;263640
9758347950;Semaphore;263680
9758347951;Angry Mob Games;263700
9758347952;Angry Mob Games;263720
9758347953;HeroCraft;263740
9758347954;Secret Exit Ltd;263760
9758347955;Dreamatrix;263800
9758347956;Chaosoft Games;263820
9758347957;11 bit studios;263860
9758347958;TIKIPOD;263880
9758347959;TwinDrills;263920
9758347960;Mad Otter Games;263940
9758347961;A Jolly Corpse;263960
9758347962;EQGames;263980
9758347963;Viva Media;264000
9758347964;Primate Labs Inc;264020
9758347965;Nkidu Games Inc;264060
9758347966;KranX Productions;264080
9758347967;Vae Victis Games;264120
9758347968;Waz Games;264160
9758347969;Silver Dollar Games;264200
9758347970;TawStudio Entertainment;264220
9758347971;Interdimensional Games Inc;264240
9758347972;ShortRound Games;264260
9758347973;Zaxis Games;264280
9758347974;Krealit;264300
9758347975;Reef Entertainment;264320
9758347976;Rocket Jump;264340
9758347977;Sekai Project;264380
9758347978;Lucid Games Ltd;264400
9758347979;Lantana Games;264440
9758347980;Bloober Team SA;264460
9758347981;Droid Riot;264480
9758347982;Phoenix Online Publishing;264520
9758347983;BANDAI NAMCO Entertainment;264540
9758347984;Phoenix Online Publishing;264560
9758347985;Phoenix Online Publishing;264580
9758347986;Unknown Worlds Entertainment;264710
9758347987;Headup;264730
9758347988;BetaDwarf;265000
9758347989;Merge Games_Headup Games;265120
9758347990;Rockin Android_Rockin Android;265170
9758347991;RuneStorm;265210
9758347992;Viva Media Inc;265240
9758347993;CI Games;265300
9758347994;Daedalic Entertainment;265330
9758347995;Forever Entertainment S A;265380
9758347996;Analgesic Productions;265470
9758347997;Capcom;265550
9758347998;Nkidu Games Inc;265590
9758347999;Matt Roszak;265610
9758348000;Fistful of Frags Team;265630
9758348001;KinifiGames LLC;265670
9758348002;Limasse Five;265690
9758348003;KEMCO;265730
9758348004;Switchblade Monkeys Entertainment;265750
9758348005;Net Games Distribution LTD;265770
9758348006;The Working Parts;265790
9758348007;PIXOWL INC;265810
9758348008;Nowhere Studios;265830
9758348009;Sherman3D;265870
9758348010;Matthew Brown;265890
9758348011;Coffee Stain Publishing;265930
9758348012;White Paper Games;265950
9758348013;Wastelands Interactive;265970
9758348014;Epixxorg;265990
9758348015;Thomas Bowker;266010
9758348016;Peoleo Entertainment;266030
9758348017;Homegrown Games;266050
9758348018;Project Whitecard Studios Inc;266090
9758348019;Terrible Posture Games LLC;266110
9758348020;Good Shepherd Entertainment_Devolver Digital;266130
9758348021;Smilegate West;266150
9758348022;Snowed In Studios;266170
9758348023;Tethys Interactive LLC;266190
9758348024;AGM PLAYISM;266210
9758348025;White Giant RPG Studios;266230
9758348026;Deadly Red Cube;266250
9758348027;Bill and Eli Productions;266270
9758348028;VipaGames;266290
9758348029;The Game Creators;266310
9758348030;Seaven Studio;266330
9758348031;Bongfish GmbH;266370
9758348032;Hammer Labs;266390
9758348033;iRacingcom Motorsport Simulations_iRacing;266410
9758348034;Elijah Newman_Gomez;266430
9758348035;BitMonster_ Inc;266490
9758348036;Defiant Development;266510
9758348037;Microsoft Studios;266840
9758348038;Nightdive Studios;266980
9758348039;Wales Interactive;267060
9758348040;Stardock Entertainment;267130
9758348041;3000AD;267220
9758348042;BANDAI NAMCO Entertainement;267340
9758348043;Ludosity;267360
9758348044;WB Games;267490
9758348045;Warner Bros Interactive Entertainment_Feral Interactive (Mac);267530
9758348046;United Independent Entertainment GmbH;267600
9758348047;United Independent Entertainment GmbH;267610
9758348048;United Independent Entertainment GmbH;267670
9758348049;Kerberos Productions Inc;267730
9758348050;Arc System Works;267900
9758348051;Funbox Media Ltd;267920
9758348052;Funbox Media Ltd;267940
9758348053;Funbox Media Ltd;267960
9758348054;Funbox Media Ltd;267980
9758348055;Bethesda Softworks;268050
9758348056;Suspicious Developments;268130
9758348057;INSGAMES LIMITED;268200
9758348058;Phenomenon Games;268220
9758348059;Plug In Digital;268240
9758348060;Plug In Digital;268260
9758348061;Midnight City_Majesco Entertainment;268320
9758348062;Barnyard Intelligence Games;268340
9758348063;Midnight City_Majesco Entertainment;268360
9758348064;Slitherine Ltd;268400
9758348065;Aeria Games;268420
9758348066;2K_Feral Interactive (Mac)_Feral Interactive (Linux);268500
9758348067;Reverb;268520
9758348068;Daedalic Entertainment;268540
9758348069;Brilliant Skies Ltd;268650
9758348070;Liminal Games;268670
9758348071;SmashGames;268750
9758348072;Chucklefish;268770
9758348073;Legacy Games;268810
9758348074;EVGA;268850
9758348075;5 Lives Studios;268870
9758348076;Eversim;268890
9758348077;Studio MDHR Entertainment Inc;268910
9758348078;Visual Outbreak;268930
9758348079;ToMorning Productions;268970
9758348080;Ska Studios;268990
9758348081;Hanako Games;269010
9758348082;Damian Sommer;269030
9758348083;Simogo;269050
9758348084;XGen Studios;269110
9758348085;Tale of Tales;269150
9758348086;Perilous Orbit;269170
9758348087;Dear Villagers;269190
9758348088;Panic Art Studios;269210
9758348089;Culture Attack Studio;269230
9758348090;Sekai Project;269250
9758348091;Fred Wood;269270
9758348092;Rsupport Inc;269290
9758348093;Toge Productions;269310
9758348094;Bedtime Digital Games;269330
9758348095;Organic Humans;269350
9758348096;Hexage;269370
9758348097;Polynetix Studio;269430
9758348098;Screaming Bee;269470
9758348099;TreeFortress Games;269490
9758348100;Slav Pankratov;269530
9758348101;GTGD;269570
9758348102;The Indie Forge;269590
9758348103;Ranmantaru Games;269610
9758348104;Dev Arc;269630
9758348105;Dreadlocks Ltd_Techland_WhisperGames;269650
9758348106;Frogmind;269670
9758348107;Morgondag;269690
9758348108;The Quantum Astrophysicists Guild;269710
9758348109;HB Studios;269730
9758348110;Pixel Ferrets;269770
9758348111;Digital Happiness;269790
9758348112;Ayyo Games;269810
9758348113;GATO STUDIO;269890
9758348114;Laminar Research;269950
9758348115;Digital Eel;269990
9758348116;;270010
9758348117;KinifiGames LLC;270030
9758348118;David Amador;270050
